month_beginning,route,route_name,avg_weekday_rides,avg_saturday_rides,avg_sunday_holiday_rides,month_total
2001-01-01,69,Cumberland/East River,417.2,0.0,0.0,8761.0
2001-01-01,36,Broadway,15360.0,13898.6,8687.4,436950.0
2001-04-01,22,Clark,22428.9,16670.5,11831.8,596848.0
2001-02-01,111,Pullman/111th/115th,6361.6,3700.4,2243.8,151009.0
2001-04-01,93,California/Dodge,2120.8,970.5,0.0,48419.0
2001-03-01,1,Indiana/Hyde Park,7571.8,0.0,0.0,166579.0
2001-01-01,28,Stony Island,11964.9,11269.6,5587.8,336246.0
2001-02-01,128,Soldier Field Express,0.0,148.1,0.0,148.0
2001-03-01,7,Harrison,5729.1,0.0,0.0,126040.0
2001-01-01,54B,South Cicero,4775.5,4468.6,2377.5,134823.0
2001-02-01,79,79th,32205.8,23639.8,16737.1,805623.0
2001-04-01,24,Wentworth,4317.6,0.0,0.0,90671.0
2001-04-01,122,Illinois Center/Ogilvie Express,1023.2,0.0,0.0,21488.0
2001-01-01,85,Central,13188.5,8148.9,4850.7,346996.0
2001-01-01,17,Westchester,514.5,0.0,0.0,11319.0
2001-04-01,91,Austin,8288.6,4389.1,2601.5,204625.0
2001-01-01,9,Ashland,29265.4,22621.7,15336.1,811006.0
2001-04-01,77,Belmont,20291.7,13678.0,9374.7,527712.0
2001-01-01,68,Northwest Highway,1579.5,608.1,286.5,38614.0
2001-01-01,63W,West 63rd,2196.4,720.5,378.2,53094.0
2001-04-01,94,South California,10711.3,4961.7,2758.7,258577.0
2001-01-01,25,West Cermak,144.8,0.0,0.0,3186.0
2001-01-01,129,West Loop/South Loop,792.7,0.0,0.0,17439.0
2001-03-01,86,Narragansett/Ridgeland,1971.1,0.0,0.0,43364.0
2001-02-01,56A,North Milwaukee,540.7,0.0,0.0,10814.0
2001-02-01,36,Broadway,15751.5,13133.7,9224.7,404463.0
2001-04-01,85,Central,13056.0,8761.3,5552.8,336985.0
2001-03-01,84,Peterson,4466.4,2343.3,1167.5,114648.0
2001-01-01,70,Division,11102.5,7625.8,5264.0,301077.0
2001-04-01,74,Fullerton,12500.6,10971.2,7056.8,341681.0
2001-02-01,3,King Drive,23226.0,14743.0,10136.2,564037.0
2001-02-01,156,LaSalle,9112.3,0.0,0.0,182247.0
2001-03-01,33,Mag Mile Express,780.3,0.0,0.0,17166.0
2001-04-01,56,Milwaukee,15910.2,10032.7,7379.1,411141.0
2001-02-01,72,North,15783.4,10803.7,7612.3,389332.0
2001-04-01,25,West Cermak,476.1,0.0,0.0,9999.0
2001-03-01,90N,North Harlem,309.9,157.2,0.0,7604.0
2001-01-01,97,Skokie,3681.4,2066.7,1167.5,95096.0
2001-02-01,126,Jackson,10761.9,4884.7,2817.7,246048.0
2001-03-01,201,Central/Ridge,1413.8,642.2,282.5,35445.0
2001-01-01,87,87th,15732.2,10389.7,5571.5,415524.0
2001-03-01,121,Union/Wacker Express,1521.5,0.0,0.0,33473.0
2001-01-01,67,67th-69th-71st,14219.5,9844.6,7025.6,387336.0
2001-02-01,204,Dodge,1578.3,0.0,0.0,31565.0
2001-04-01,4,Cottage Grove,24309.3,18608.4,11762.3,643740.0
2001-03-01,157,Streeterville/Taylor,3480.0,0.0,0.0,76560.0
2001-02-01,48,South Damen,1293.9,0.0,0.0,25878.0
2001-02-01,25,West Cermak,222.9,0.0,0.0,4458.0
2001-02-01,4,Cottage Grove,23907.9,17637.0,11797.6,595896.0
2001-03-01,9,Ashland,31563.9,23909.9,16119.4,878433.0
2001-04-01,120,Ogilvie/Wacker Express,1134.8,0.0,0.0,23832.0
2001-03-01,151,Sheridan,25366.7,16148.9,13393.1,692384.0
2001-02-01,53,Pulaski,22111.6,14411.7,9369.9,537359.0
2001-02-01,201,Central/Ridge,1314.6,559.2,341.8,29896.0
2001-04-01,49,Western,24154.8,20457.0,13436.6,656261.0
2001-02-01,97,Skokie,3788.5,1932.1,1232.6,88429.0
2001-01-01,33,Mag Mile Express,770.2,0.0,0.0,16944.0
2001-02-01,18,16th/18th,2075.4,896.8,618.7,47570.0
2001-01-01,85A,North Central,952.5,148.7,0.0,21550.0
2001-02-01,54,Cicero,13016.8,9070.8,6677.5,323328.0
2001-02-01,78,Montrose,9341.3,5803.6,3336.4,223386.0
2001-01-01,22,Clark,21206.2,14634.5,10462.2,577386.0
2001-02-01,73,Armitage,5320.6,2199.4,1419.2,120886.0
2001-04-01,95E,93rd-95th,5712.1,4554.7,3175.5,154050.0
2001-04-01,62H,Archer/Harlem,1396.1,631.2,0.0,31844.0
2001-03-01,6,Jackson Park Express,19086.8,12859.5,7180.5,512929.0
2001-02-01,145,Wilson/Michigan Express,8682.0,3798.2,2024.0,196929.0
2001-04-01,17,Westchester,648.9,0.0,0.0,13626.0
2001-04-01,54,Cicero,12839.5,9410.9,6890.2,341724.0
2001-04-01,28,Stony Island,12183.6,9465.0,5794.3,322687.0
2001-01-01,55,Garfield,12778.5,9126.4,6495.9,350112.0
2001-01-01,76,Diversey,13254.3,8168.3,4827.2,348404.0
2001-02-01,147,Outer Drive Express,9123.0,5347.7,0.0,203852.0
2001-01-01,11,Lincoln/Sedgwick,3448.7,1667.3,869.5,86887.0
2001-02-01,51,51st,5124.6,3593.9,2348.6,126263.0
2001-03-01,169,69th-UPS Express,767.5,55.8,0.0,17163.0
2001-03-01,79,79th,31981.4,26330.6,17012.3,903294.0
2001-03-01,56,Milwaukee,15492.3,10097.6,7307.1,420547.0
2001-02-01,123,Illinois Center/Union Express,776.8,0.0,0.0,15536.0
2001-03-01,X21,Cermak Express,0.0,1174.0,511.2,7915.0
2001-04-01,29,State,17241.6,13254.5,9303.4,461607.0
2001-04-01,51,51st,4854.8,4742.8,2370.7,132776.0
2001-03-01,64,Foster-Canfield,268.7,0.0,0.0,5912.0
2001-02-01,62H,Archer/Harlem,1447.2,552.9,0.0,31155.0
2001-02-01,64,Foster-Canfield,299.3,0.0,0.0,5986.0
2001-03-01,37,Sedgwick,2618.1,0.0,0.0,57598.0
2001-04-01,82,Kimball-Homan,20346.4,13874.5,8297.1,524259.0
2001-02-01,103,West 103rd,3852.0,1457.5,1155.9,87493.0
2001-04-01,35,35th,6111.6,3698.0,2485.4,155563.0
2001-02-01,X49,Western Express,5654.3,0.0,0.0,113085.0
2001-03-01,128,Soldier Field Express,0.0,0.0,167.1,501.0
2001-02-01,47,47th,8636.0,6242.4,3854.1,213107.0
2001-01-01,8,Halsted,19582.2,12420.0,8280.8,521892.0
2001-02-01,1,Indiana/Hyde Park,7401.4,0.0,0.0,148028.0
2001-02-01,81,Lawrence,15145.2,11140.3,7563.9,377721.0
2001-01-01,123,Illinois Center/Union Express,886.2,0.0,0.0,19495.0
2001-04-01,33,Mag Mile Express,623.0,0.0,0.0,13083.0
2001-02-01,172,U. of Chicago/Kenwood,933.5,75.1,56.8,19198.0
2001-03-01,111,Pullman/111th/115th,6336.0,3802.9,2448.9,168202.0
2001-01-01,201,Central/Ridge,1275.3,615.9,268.9,31865.0
2001-02-01,6,Jackson Park Express,19337.2,12335.8,7917.8,467758.0
2001-03-01,14,Jeffery Express,9540.6,0.0,0.0,209894.0
2001-04-01,50,Damen,8866.3,5062.4,2997.4,221429.0
2001-03-01,123,Illinois Center/Union Express,750.8,0.0,0.0,16518.0
